timestamp,gross_return,execution_cost,strategy_return,equity_curve,turnover
2026-04-01 00:00:00+00:00,0.0025539629742319056,5e-05,0.0025039629742319054,1.0025039629742318,0.016360134549950563
2026-04-02 00:00:00+00:00,0.007127885564931568,5e-05,0.0070778855649315684,1.0095995713025538,0.10432491979655216
2026-04-03 00:00:00+00:00,-0.005763248609806491,5e-05,-0.005813248609806491,1.003730517998218,0.07305678825661457
2026-04-04 00:00:00+00:00,0.00713206595801674,5e-05,0.00708206595801674,1.0108390037307557,0.15106425633251022
2026-04-05 00:00:00+00:00,0.013687453358307622,5e-05,0.013637453358307622,1.0246242734968922,0.1474027502509313
2026-04-06 00:00:00+00:00,0.00901569244940869,5e-05,0.00896569244940869,1.0338107396092642,0.0639136117798616
2026-04-07 00:00:00+00:00,-0.0012804509028044545,5e-05,-0.0013304509028044544,1.032435305177422,0.17199289716185664
2026-04-08 00:00:00+00:00,0.001916946664873792,5e-05,0.001866946664873792,1.034362806827121,0.05945603248382016
2026-04-09 00:00:00+00:00,0.00023903166596912063,5e-05,0.00018903166596912063,1.034558334151712,0.09755971196939146
2026-04-10 00:00:00+00:00,0.005781916278529776,5e-05,0.005731916278529777,1.0404883359083248,0.05351406539649246
2026-04-11 00:00:00+00:00,0.006691665419012365,5e-05,0.006641665419012365,1.0473989113078128,0.16912740690832376
2026-04-12 00:00:00+00:00,0.0059601019350884275,5e-05,0.005910101935088428,1.0535891456403426,0.037983328988943084
2026-04-13 00:00:00+00:00,0.0008354210224407555,5e-05,0.0007854210224407554,1.0544166567043438,0.017634805296695928
2026-04-14 00:00:00+00:00,0.008476136690169837,5e-05,0.008426136690169837,1.0633013155821265,0.08396650020051644
2026-04-15 00:00:00+00:00,0.0037260672642147282,5e-05,0.003676067264214728,1.0672100827403344,0.17870384588949229
2026-04-16 00:00:00+00:00,-0.005826905732759316,5e-05,-0.005876905732759316,1.0609381896870191,0.16158513526333537
2026-04-17 00:00:00+00:00,-0.0030150056453939916,5e-05,-0.0030650056453939917,1.0576864081462143,0.13726336330768135
2026-04-18 00:00:00+00:00,0.006543954725968792,5e-05,0.006493954725968793,1.0645549757949884,0.16143472344934923
2026-04-19 00:00:00+00:00,0.006684842169412362,5e-05,0.006634842169412362,1.071618130040051,0.16188592874863675
2026-04-20 00:00:00+00:00,-5.334408989791334e-07,5e-05,-5.0533440898979136e-05,1.0715639774886103,0.09820592126569633
2026-04-21 00:00:00+00:00,-0.0009710090175258761,5e-05,-0.0010210090175258762,1.0704699010047385,0.06370793881123481
2026-04-22 00:00:00+00:00,0.004542692719708378,5e-05,0.004492692719708378,1.0752791933356496,0.14124211345886797
2026-04-23 00:00:00+00:00,0.009162297638453018,5e-05,0.009112297638453018,1.0850774573897597,0.12248241473851937
2026-04-24 00:00:00+00:00,-0.0007526122708953756,5e-05,-0.0008026122708953756,1.0842065609075866,0.0735218139085307
2026-04-25 00:00:00+00:00,-0.0027239603195743723,5e-05,-0.0027739603195743724,1.0811990149294068,0.026059333570457595
2026-04-26 00:00:00+00:00,0.002175361563515253,5e-05,0.0021253615635152528,1.0834969537582484,0.13695423392933442
2026-04-27 00:00:00+00:00,-0.004192626135984111,5e-05,-0.0042426261359841105,1.0789000812639744,0.054618287706886995
2026-04-28 00:00:00+00:00,0.0029911972634213643,5e-05,0.002941197263421364,1.082073339230493,0.16925823559074246
2026-04-29 00:00:00+00:00,0.0033316748034911163,5e-05,0.003281674803491116,1.0856243520433753,0.050964997750966405
